10	L’organigramme fonctionnel intervention et les niveaux de qualification requis ont fait objet d’un examen. Au vu de ces éléments, les inspecteurs sont satisfaits de la gestion des documents et procédures associés a application ICAR3G. Cette inspection n’a pas fait Vobjet de constat d’écart notable. Des compléments d’informations ont été formulés concernant la plaquette de sensibilité et lestimatif dosimétrique.  A. Demandes d’actions correctives  Sans objet.  B. Compléments d’informations  Plaquette de sensibilité  Au cours de linspection, les inspecteurs ont noté que le certificat de vérification de la plaquette n°2, servant a la vérification en ligne de la sensibilité de examen par ressuage, indiquait un état de rugosité de 8.5 um. Or, dans la procédure relative au procédé ICAR3G (procédé PT06), il est précisé que l’état de rugosité de la surface de la cloison du GV doit étre inférieur a 6,3 um.  B.1: Je vous demande de m/’indiquer si cette différence de rugosité 4 un impact sur les performances de l’examen par ressuage. Cartographie dosiméttique  Une cartographie dosimétrique des GV a été réalisée en amont de lintervention. Or, les inspecteuts ont constaté que prévisionnel dosimétrique de lintervention ne tient pas compte de cette nouvelle cartographie.
11	Ainsi, la protection des voies respiratoires des intervenants peut être requise.  Dans le cadre du chantier de préparation de l’épreuve hydraulique de l’échangeur 4 RCV 002 RF et conformément à vos procédures, l’entreprise ORYS a demandé l’autorisation d’ouvrir un circuit contaminé. Cette demande a permis à votre service en charge de la radioprotection de déterminer les conditions d’intervention propres à cette activité, ainsi que les protections individuelles à mettre en œuvre. Le port de la tenue étanche ventilée pour les intervenants était notamment demandé.  De même, le régime de travail radiologique (RTR) établi pour cette activité mentionnait le port de la tenue  étanche ventilée.  L’ASN note que l’activité de mise en place des obturateurs s’est déroulée sans que l’intervenant n’ait porté de protection des voies respiratoires (tenue étanche ventilée ou heaume ventilé) alors que celle-ci était préconisée par le RTR de l’activité et la demande d’ouverture du circuit.  Par ailleurs, il a été indiqué aux inspecteurs que seul le sas d’habillage/déshabillage était équipé d’un matériel  déprimogène.
12	Suite aux constatations faites, à cette occasion, par les inspecteurs, j’ai l’honneur de vous communiquer ci-dessous la synthèse de l’inspection ainsi que les principales demandes et observations qui en résultent.  Synthèse de l’inspection  L’inspection du 25 novembre 2004 visait à examiner la façon dont EDF contrôle ses prestataires sur le site de Creys-Malville, prenant en compte le fait que les chantiers à venir sur le site de Creys-Malville seront largement sous-traités.  L’organisation EDF du site va changer à compter du 1er janvier 2005. En effet, à partir de cette date, le CIDEN (Centre d’ingénierie de déconstruction et environnement) prendra en charge l'intégralité des équipes. Aussi l’organisation de la surveillance des prestataires a été modifiée, sa nouvelle structure étant opérationnelle depuis le 1er juillet 2004. Les inspecteurs se sont donc fait présenter cette nouvelle organisation.  Les inspecteurs ont ensuite examiné, sur trois chantiers particuliers sous-traités en 2004, la surveillance effectivement réalisée par EDF. Ils ont notamment constaté que la prise en compte du retour d'expérience devait être améliorée.
13	4  C Observations  C.1 Revue de surveillance interne  Les inspecteurs ont consulté par sondage le compte-rendu de la revue de surveillance interne. Les inspecteurs considèrent que cette pratique est positive et permet un autodiagnostic pertinent de la situation du site vis-à-vis de la surveillance, ce dont ils ont fait part à vos représentants. Par ailleurs, ils ont noté l’identification d’actions à mener à l’issue de cette revue.    Vous voudrez bien me faire part de vos observations et réponses concernant ces points dans un délai qui n’excèdera pas un mois. Pour les engagements que vous seriez amené à prendre, je vous demande de bien vouloir les identifier clairement et d’en préciser, pour chacun, l’échéance de réalisation.  Je vous prie d’agréer, Monsieur le Directeur, l’assurance de ma considération distinguée.  Pour le directeur général de l’ASN et par délégation, L’adjoint au chef de division,  Signée par  Guillaume BOUYT  5  6
14	Demande II.7 : Renforcer votre suivi en service des DAB en veillant notamment à investiguer les différences de comportement des DAB entre les réacteurs n° 1 et 2 et, le cas échéant, les variations significatives de cotes entre deux relevés à chaud ou à froid. Vous me fournirez votre analyse sur ces deux points dans le cadre des deux derniers arrêts de chaque réacteur pendant lesquels des relevés ont été effectués.  5 / 8  Cas particulier d’un « rotulage » à chaud non conforme  Le suivi en service des DAB exige la réalisation de rotulage à chaud et à froid, consistant à faire pivoter manuellement ou à l’aide d’un outil adapté le DAB, pour s’assurer notamment du libre débattement du DAB autour des rotules.  Lors de l’examen du dossier relatif au contrôle à chaud du DAB référencé 1 RRA2TY 133/1A réalisé le 25 mars 2022, il est apparu une impossibilité d’effectuer le rotulage de ce DAB à chaud. Un écart a été ouvert et a conduit à vérifier le rotulage à froid qui s’est avéré satisfaisant. Le jour de l’inspection, aucune action complémentaire de vérification n’était prévue.  Considérant que l’impossibilité de rotulage relevée est potentiellement initiée par une configuration particulière à chaud, il apparaît pertinent de vous assurer du bon rotulage du DAB susmentionné lors du redémarrage du réacteur à chaud.
15	Par ailleurs, il a été indiqué aux inspecteurs que seul le sas d’habillage/déshabillage était équipé d’un matériel  déprimogène.  Demande B2 : L’ASN vous demande de vous prononcer, lors de l’analyse qui figurera dans le compte rendu d’évènement significatif pour la radioprotection et au regard de votre référentiel Radioprotection, sur la conformité des conditions d’accès de l’intervenant de l’entreprise ORYS lors de l’activité de mise en place des obturateurs sur l’échangeur 4 RCV 002 RF. Vous lui préciserez également si les modalités de mise en dépression de la zone de travail étaient conformes à votre référentiel.  L’article R. 4451-8 du code du travail indique que « lorsque le chef de l'entreprise utilisatrice fait intervenir une entreprise extérieure ou un travailleur non salarié, il assure la coordination générale des mesures de prévention qu'il prend et de celles prises par le chef de l'entreprise extérieure ou le travailleur non salarié, conformément aux dispositions des articles R. 4511-1et suivants. »  A ce titre, vote service QSPR définit notamment les conditions d’intervention des prestataires sur les  chantiers réalisés en zone contrôlée.  Le 18 août 2015, les inspecteurs ont noté qu’à la demande du chargé de travaux de l’entreprise prestataire, votre service QSPR a modifié les conditions d’intervention sur l’échangeur 4 RCV 002 RF, afin de faciliter la réalisation des opérations de 2e et 3e serrages du bol de l’échangeur.
16	Par ailleurs, la fiche de suivi ne présente pas le total  des puissances thermiques présentes dans chaque colis FS47. Les inspecteurs considèrent que cela ne  facilite pas le contrôle du respect de la puissance thermique admissible dans le caisson.  Demande A3 : Je vous demande d’améliorer le formalisme des documents utilisés afin de faciliter  le contrôle du respect de la puissance thermique maximale admissible dans le caisson de transport  des colis FS47.  Assurance de la qualité des expéditions du modèle de colis DV78  Selon le paragraphe 1.7.3 de l’ADR, un système de management doit être établi et appliqué pour  garantir que la conception du modèle de colis permet de se conformer aux dispositions réglementaires  3 / 8  applicables. Conformément au §801.1 du guide SSG-26 de l’AIEA4, l’ASN considère que cela nécessite que le concepteur réalise un dossier de sûreté contenant les éléments permettant de justifier le respect  des prescriptions applicables au type du modèle de colis. En particulier, ce dossier doit préciser les  instructions d’utilisation mentionnant toutes les informations nécessaires pour garantir une utilisation  de l’emballage conforme au modèle de colis. Le §5.1.5.2.3 de l’ADR prévoit également une attestation  de conformité.  Les opérations effectuées pour l’expédition du 1er octobre 2021 de fûts de déchets bétonnés, également dénommés fûts C0, ont été examinées.
17	Néanmoins, la procédure définissant le modèle de fiche à utiliser ne prévoit pas explicitement la clôture des fiches de non-conformités définies comme mineures.  2. Je vous demande de m’indiquer les dispositions que vous allez prendre afin de mieux formaliser les dispositions permettant la clôture des fiches de non- conformités.  L'équipe d'inspection a noté, lors de la visite du chantier du hall d’assemblage que des zones de travail pour la préparation du ferraillage du radier étaient encombrées par des pierres et des éléments métalliques. Hormis le risque pour les travailleurs du chantier, ces conditions de travail indiquent un manque de rigueur dans l’organisation et la surveillance du chantier.  3. Je vous demande de m’indiquer les mesures que vous allez prendre afin d’améliorer l’organisation du chantier et permettre une réalisation efficace des activités concernées par la qualité.  2/3  C. Observations  La prise en compte, sur le chantier d’ITER, du retour d’expérience des différents chantiers de génie civil, notamment d’autres installations nucléaires de base, est apparue satisfaisante lors de l’inspection. En effet, des réunions régulières d’échanges sur les difficultés et enjeux lors de la réalisation d’installations nucléaires ont permis d’adapter la conception afin d’éviter certaines anomalies.  Vous voudrez bien me faire part de vos observations et réponses concernant ces points au plus tard sous 2 mois.
18	RÉPUBLIQUE FRANÇAISE  DIVISION DE CAEN  Hérouville-Saint-Clair, le 17 mai 2013  N/Réf. : CODEP-CAE-2013-024542  Monsieur le directeur de l’aménagement de Flamanville 3 BP 28 50 340 FLAMANVILLE  OBJET :  Contrôle des installations nucléaires de base Inspection n° INSSN-CAE-2013-0612 du 27 mars 2013  Monsieur le Directeur,  Dans le cadre des attributions de l’Autorité de sûreté nucléaire (ASN) concernant le contrôle des installations nucléaires de base prévu à l’article L. 592-21 du code de l’environnement, une inspection annoncée a eu lieu le 27 mars 2013 sur le chantier de construction du réacteur de Flamanville 3, sur le thème de la surveillance des prestataires.  J’ai l’honneur de vous communiquer, ci-dessous, la synthèse de l’inspection ainsi que les principales demandes et observations qui en résultent.  Synthèse de l’inspection  L’inspection du 27 mars 2013 s’est déroulée en deux phases. La première a consisté à reprendre et analyser les réponses de l’exploitant et de ses différentes entités, formulées à l’issue des précédentes inspections de l’ASN du 18 mars 2011 et du 15 mars 2012 portant sur le thème de la gestion des prestataires, et à vérifier l’application concrète de certaines actions engagées.
19	RÉPUBLIQUE FRANÇAISE  DIVISION DE MARSEILLE  Marseille, le 14 mai 2013  N/Réf. : CODEP-MRS-2013-026693  Monsieur le directeur général d’ITER Organization Route de Vinon-sur-Verdon 13 115 SAINT PAUL-LEZ-DURANCE.  Objet : Contrôle des installations nucléaires de base  Inspection n° INSSN-MRS-2013-0622 du 25 avril 2013 sur ITER Thème : « Génie civil »  Monsieur le directeur général,  Dans le cadre de la surveillance des installations nucléaires de base prévue aux articles L. 596-1 à L. 596-13 du code de l’environnement et conformément à l’article 3 de l’accord entre le Gouvernement de la République française et l’Organisation internationale ITER publié par le décret n°2008-334 du 11 avril 2008, une inspection annoncée a eu lieu le 25 avril 2013 sur le thème « génie civil ».  Faisant suite aux constatations des inspecteurs de l’ASN formulées à cette occasion, j’ai l’honneur de vous communiquer ci-dessous la synthèse de l’inspection ainsi que les principales demandes et observations qui en résultent.
20	Les  inspecteurs s’interrogent également sur la protection du fichier informatique utilisant des formules de  calculs. Enfin, les inspecteurs ont noté que le mode opératoire associé au test d’étanchéité reprenait  des références documentaires non mises à jour.  5 AMEC2 : Atelier de maintenance et d’entretien des châteaux n°2  5 / 8  Demande B2 : Je vous demande de m’indiquer si le taux de fuite calculé prend en compte les  conditions de température et de pression au moment du test. Je vous demande de vous assurer que  la protection du fichier informatique utilisé ne permet pas de modifier de façon fortuite les  paramètres de calcul. Enfin, je vous demande de mettre à jour les références documentaires  présentes dans le mode opératoire associé au test d’étanchéité.  Le dossier de sûreté précise que le personnel réalisant le contrôle d’étanchéité doit être qualifié  conformément à la norme internationale ISO 9712.  Selon les informations communiquées par l’exploitant, le personnel réalisant cette opération est formé  par le parcours d’habilitation interne à l’atelier T4/BSI.  Demande B.3 : Je vous demande de m’indiquer si le parcours d’habilitation de l’atelier T4/BSI  intègre les exigences de la qualification de la norme internationale ISO 9712.
21	Il n’avait toutefois pas reçu d’informations sur les opérations de mise en place des obturateurs qui suivraient. Il n’a donc pas été en mesure d’évaluer l’adéquation des conditions d’intervention au regard des risques liés à cette opération.  Demande B3 : L’ASN vous demande de lui indiquer le retour d’expérience que vous tirez de cette  situation.  Gestion des temps d’attente en zone contrôlée  Les inspecteurs ont noté qu’entre les deux activités réalisées dans le local NB 225 le 18 août 2015,  l’intervenant est resté environ 2 heures à disposition de son chargé de travaux, à l’intérieur de la zone contrôlée.  Les activités comportant un risque d’exposition des personnes aux rayonnements ionisants doivent satisfaire au principe d’optimisation, tel qu’énoncé par l’article L. 1333-1 du code de la santé publique [8] : « l'exposition des personnes aux rayonnements ionisants résultant d'une de ces activités ou interventions doit être maintenue au niveau le plus faible qu'il est raisonnablement possible d'atteindre, compte tenu de l'état des techniques, des facteurs économiques et sociaux […] ».  A ce titre, l’article R 4451-19 du code du travail [9], indique que « les salles de repos ne peuvent être incluses dans la  zone contrôlée.
22	Cependant, des axes d’amélioration ont été identifiés.  Ils font l’objet des demandes et observations ci-dessous.  A. DEMANDES D’ACTIONS CORRECTIVES  Traçabilité des opérations liées à l’expédition d’un colis de type B  Le paragraphe 2.2.7.2.4.6 de l’ADR3 prévoit que pour les colis de type B, un certificat d’agrément soit délivré par l’autorité compétente, en l’occurrence l’ASN. Ce certificat d’agrément est accordé sur la  base d’un dossier de sûreté. Les conteneurs chargés d’étuis contenant des boîtes chargées d’oxyde de  plutonium doivent être transportés dans des colis de type B.  Les opérations effectuées pour l’expédition du 23 septembre 2021 de conteneurs visés ci-dessus ont été  examinées. Ce transport utilise l’emballage de type FS47 ayant le certificat d’agrément F/290/B(U)F-  96(Lv). Le transport de ces colis FS47 est réalisé dans un caisson spécifique. Le dossier de sûreté sur  lequel se base le certificat prévoit des opérations spécifiques pour assurer la sûreté des colis. Les  inspecteurs ont contrôlé par sondage la traçabilité des opérations réalisées.  Les inspecteurs ont relevé que :    la description des critères des contrôles visuels à effectuer pour s’assurer du bon état de la  portée de joint et des joints n’était pas exhaustive dans l’imprimé utilisé ;
23	Les intégrer dans les procédures de suivi en service.  Suivi du comportement des DAB  Lors de l’examen des relevés de cotes réalisés pour le suivi en service des DAB, l’inspecteur a relevé certaines différences de comportement en température entre les DAB du réacteur n°1 et ceux du réacteur n° 2. Ces différences n’ont pas été analysées et n’ont pu être justifiées par vos représentants alors que la conception des tuyauteries est similaire entre les deux réacteurs ce qui devrait occasionner un comportement relativement similaire en température des DAB.  Par ailleurs, des variations significatives de cotes ont été relevées par l’inspecteur sur le réacteur n° 2 entre deux arrêts de réacteur sans qu’aucune analyse ne soit menée. Pour le réacteur n° 1, les relevés de cotes n’ont pu être fournis que sur un arrêt ce qui n’a pas rendu possible une analyse des variations. Ces analyses sont pourtant préconisées en annexe 3 du courrier en référence [2]. Elles apparaissent essentielles pour détecter d’éventuelles dérives dans le comportement des DAB ou d’éventuelles erreurs lors de la réalisation des relevés, voire des conditions de réalisation des relevés qui ne sont pas représentatives du comportement en température des DAB.
24	Lorsque l’écart est compris entre 2 et 10mm, un contrôle d’absence de désordre du DAB et des lignes adjacentes est effectué, sans effectuer de nouvelles mesures.  Au vu de la mise en situation de prise de cote réalisée sur le terrain au mètre ruban, ces critères apparaissent proches de l’incertitude de mesure et interrogent notamment sur la suffisance des contrôles complémentaires menés pour un écart compris entre 2 et 10 mm.  Demande II.4 : Au vu des modalités de mesure des cotes sur les DAB QUIRI, définir l’incertitude de mesure associée à prendre en compte pour la définition des critères d’intervention sur les DAB. Informer l’ASN des critères ainsi retenus et des actions associées.  Lors de cette mise en situation, l’inspecteur a relevé que la procédure prêtait à interprétation sur les références physiques à prendre en compte sur les DAB pour réaliser la mesure de course du piston et la mesure de réglage du DAB.  Demande II.5 : Préciser de manière plus explicite dans les procédures les repères physiques à considérer de manière opérationnelle sur les DAB pour la prise de cote. Fournir à l’ASN les mises à jour associées des procédures.  4 / 8  Lors de l’examen par sondage des dossiers de maintenance des DAB, l’inspecteur a relevé qu’il n’existait pas de critère de température, malgré les relevés effectués, pour considérer les mesures représentatives d’un contrôle à froid ou à chaud.
25	A l’issue de l’inspection, les inspecteurs considèrent que la thématique incendie au sein du CNPE fait l’objet d’un suivi et d’un pilotage adéquats. Ils soulignent notamment la démarche volontariste du site qui va parfois au-delà de son référentiel national. Les inspecteurs considèrent toutefois que la mise en situation réalisée au cours de l’inspection met en évidence des lacunes dans l’efficacité des actions de lutte contre l’incendie et le déroulement général des interventions et qu’il y a en conséquence lieu de s’interroger sur la pertinence des exercices et entraînements réguliers réalisés.  A. DEMANDES D’ACTIONS CORRECTIVES  Exercice incendie de mise en situation  Les inspecteurs ont fait procéder à un « exercice incendie » de mise en situation au niveau des installations de traitement de l’eau de circulation (CTE). Le scénario prévoyait un départ de feu d’origine électrique au niveau du local abritant des pompes d’injection d’ammoniaque. Ce local jouxte les réservoirs de stockage d’ammoniaque. L’évolution du sinistre conduisait à une légère dispersion d’ammoniaque dans l’air.
26	Les inspecteurs ont relevé que :    la description des critères des contrôles visuels à effectuer pour s’assurer du bon état de la  portée de joint et des joints n’était pas exhaustive dans l’imprimé utilisé ;    chaque pièce visée par un contrôle visuel n’était pas tracée individuellement mais  collectivement sans indication de date du contrôle. Ceci peut être source de confusion ;  - -  la date du contrôle des serrages du couvercle et du capot n’était pas indiquée ;  les références de la clé de contrôle de serrage n’était pas tracée dans l’imprimé utilisé ;  le nom du contrôleur et la date de réalisation des mesures de radioprotection n’étaient pas  reportés ;    la date du contrôle du râtelier présent dans le caisson de transport n’était pas tracée.  2 Colis FS47 : colis de conteneur chargé d’étuis contenant des boîtes chargées d’oxyde plutonium  3 ADR : Accord européen relatif au transport international des marchandises dangereuses par route  2 / 8  Demande A1 : Je vous demande de compléter les documents assurant la traçabilité des opérations  réalisées pour assurer la sûreté du colis FS47 en y intégrant notamment les points constatés ci-  dessus. Je vous demande par ailleurs, de manière plus générale, de veiller au bon remplissage des  documents assurant la traçabilité des opérations réalisées lors des prochaines expéditions de colis  FS47.
27	La prise en compte sur le chantier des retours d’expérience d’autres grands chantiers du nucléaire a également progressé.  Enfin, l’équipe d’inspection a effectué une visite afin de vérifier sur site les travaux de réalisation du radier supérieur du bâtiment Tokamak et du radier du hall d’assemblage et a noté que certaines zones de travail étaient encombrées et peu adaptées à un travail sûr. Ce point avait déjà fait l’objet de remarques orales lors d’inspections précédentes.  A. Demandes d’actions correctives  Cette inspection n’a pas donné lieu à demande d’action corrective.  B. Compléments d’information  La préparation de la réalisation du radier supérieur du bâtiment Tokamak prévoit la réalisation d’une maquette du radier représentant quatre zones-types de ferraillage. La réalisation du bétonnage de ces zones est jugée à enjeux par l’exploitant. Plusieurs types de bétons devraient être utilisés sur cette maquette.  1. Je vous demande de me transmettre, avant la coulée des premiers bétons du radier supérieur du bâtiment Tokamak, le retour d’expérience de la réalisation de la maquette ainsi que la justification associée sur le choix des solutions retenues.  Lors de la présentation des modifications du traitement des non-conformités, l’équipe d’inspection a noté une réelle amélioration au regard des remarques effectuées lors d’inspections précédentes, notamment sur le formalisme imposé à l’ensemble des acteurs de la réalisation de l’installation ainsi que le traitement des non-conformités majeures.
